,Time,Activation,Underlying Relationship,Observations,Dimensions,Depth,Iteration
0,0.027935028076171875,ReLU,lin,100,5,3,3
0,0.03813576698303223,ReLU,lin,100,5,3,4
0,0.022779226303100586,Leaky_ReLU,lin,100,5,3,0
0,0.011007070541381836,Leaky_ReLU,lin,100,5,3,1
0,0.009994983673095703,Leaky_ReLU,lin,100,5,3,2
0,0.009958505630493164,Leaky_ReLU,lin,100,5,3,3
0,0.009863615036010742,Leaky_ReLU,lin,100,5,3,4
0,0.010475635528564453,ELU,lin,100,5,3,0
0,0.013239145278930664,ELU,lin,100,5,3,1
0,0.017564058303833008,ELU,lin,100,5,3,2
0,0.02507305145263672,ELU,lin,100,5,3,3
0,0.025156497955322266,ELU,lin,100,5,3,4
0,0.027132272720336914,PReLU,lin,100,5,3,0
0,0.031826019287109375,PReLU,lin,100,5,3,1
0,0.02461552619934082,PReLU,lin,100,5,3,2
0,0.016713619232177734,PReLU,lin,100,5,3,3
0,0.028429031372070312,PReLU,lin,100,5,3,4
0,0.022856950759887695,SELU,lin,100,5,3,0
0,0.025638818740844727,SELU,lin,100,5,3,1
0,0.023862361907958984,SELU,lin,100,5,3,2
0,0.016553640365600586,SELU,lin,100,5,3,3
0,0.012363910675048828,SELU,lin,100,5,3,4
0,0.02986431121826172,ALReLU,lin,100,5,3,0
0,0.020079612731933594,ALReLU,lin,100,5,3,1
0,0.01773238182067871,ALReLU,lin,100,5,3,2
0,0.03847694396972656,ALReLU,lin,100,5,3,3
0,0.027219295501708984,ALReLU,lin,100,5,3,4
0,0.049463748931884766,ReLU,lin,100,5,10,0
0,0.05479097366333008,ReLU,lin,100,5,10,1
0,0.024313926696777344,ReLU,lin,100,5,10,2
0,0.042314767837524414,ReLU,lin,100,5,10,3
0,0.023308753967285156,ReLU,lin,100,5,10,4
0,0.03600001335144043,Leaky_ReLU,lin,100,5,10,0
0,0.06069374084472656,Leaky_ReLU,lin,100,5,10,1
0,0.04752326011657715,Leaky_ReLU,lin,100,5,10,2
0,0.023682117462158203,Leaky_ReLU,lin,100,5,10,3
0,0.02299952507019043,Leaky_ReLU,lin,100,5,10,4
0,0.023508071899414062,ELU,lin,100,5,10,0
0,0.048161983489990234,ELU,lin,100,5,10,1
0,0.03635406494140625,ELU,lin,100,5,10,2
0,0.06429362297058105,ELU,lin,100,5,10,3
0,0.03336334228515625,ELU,lin,100,5,10,4
0,0.07050514221191406,PReLU,lin,100,5,10,0
0,0.07907629013061523,PReLU,lin,100,5,10,1
0,0.07909512519836426,PReLU,lin,100,5,10,2
0,0.03393077850341797,PReLU,lin,100,5,10,3
0,0.02950119972229004,PReLU,lin,100,5,10,4
0,0.02309584617614746,SELU,lin,100,5,10,0
0,0.02311992645263672,SELU,lin,100,5,10,1
0,0.024309396743774414,SELU,lin,100,5,10,2
0,0.021988391876220703,SELU,lin,100,5,10,3
0,0.030289888381958008,SELU,lin,100,5,10,4
0,0.03221297264099121,ALReLU,lin,100,5,10,0
0,0.03126025199890137,ALReLU,lin,100,5,10,1
0,0.0654134750366211,ALReLU,lin,100,5,10,2
0,0.042875051498413086,ALReLU,lin,100,5,10,3
0,0.05828142166137695,ALReLU,lin,100,5,10,4
0,0.09850430488586426,ReLU,lin,100,5,30,0
0,0.13652825355529785,ReLU,lin,100,5,30,1
0,0.11223530769348145,ReLU,lin,100,5,30,2
0,0.09185028076171875,ReLU,lin,100,5,30,3
0,0.08401751518249512,ReLU,lin,100,5,30,4
0,0.1148521900177002,Leaky_ReLU,lin,100,5,30,0
0,0.11284351348876953,Leaky_ReLU,lin,100,5,30,1
0,0.13399076461791992,Leaky_ReLU,lin,100,5,30,2
0,0.0881044864654541,Leaky_ReLU,lin,100,5,30,3
0,0.10819101333618164,Leaky_ReLU,lin,100,5,30,4
0,0.13624978065490723,ELU,lin,100,5,30,0
0,0.11647319793701172,ELU,lin,100,5,30,1
0,0.1328725814819336,ELU,lin,100,5,30,2
0,0.13346171379089355,ELU,lin,100,5,30,3
0,0.0626974105834961,ELU,lin,100,5,30,4
0,0.16045713424682617,PReLU,lin,100,5,30,0
0,0.23703956604003906,PReLU,lin,100,5,30,1
0,0.2133023738861084,PReLU,lin,100,5,30,2
0,0.23772263526916504,PReLU,lin,100,5,30,3
0,0.18771147727966309,PReLU,lin,100,5,30,4
0,0.11342096328735352,SELU,lin,100,5,30,0
0,0.05924534797668457,SELU,lin,100,5,30,1
0,0.06034660339355469,SELU,lin,100,5,30,2
0,0.14906978607177734,SELU,lin,100,5,30,3
0,0.13246774673461914,SELU,lin,100,5,30,4
0,0.23926591873168945,ALReLU,lin,100,5,30,0
0,0.2543046474456787,ALReLU,lin,100,5,30,1
0,0.1838080883026123,ALReLU,lin,100,5,30,2
0,0.1743481159210205,ALReLU,lin,100,5,30,3
0,0.22483134269714355,ALReLU,lin,100,5,30,4
0,0.014276742935180664,ReLU,sin,100,5,1,0
0,0.00891423225402832,ReLU,sin,100,5,1,1
0,0.006252765655517578,ReLU,sin,100,5,1,2
0,0.007220029830932617,ReLU,sin,100,5,1,3
0,0.007756471633911133,ReLU,sin,100,5,1,4
0,0.006151437759399414,Leaky_ReLU,sin,100,5,1,0
0,0.010002374649047852,Leaky_ReLU,sin,100,5,1,1
0,0.0072286128997802734,Leaky_ReLU,sin,100,5,1,2
0,0.00692439079284668,Leaky_ReLU,sin,100,5,1,3
0,0.010612249374389648,Leaky_ReLU,sin,100,5,1,4
0,0.007998943328857422,ELU,sin,100,5,1,0
0,0.007002592086791992,ELU,sin,100,5,1,1
0,0.0070002079010009766,ELU,sin,100,5,1,2
0,0.009093761444091797,ELU,sin,100,5,1,3
0,0.008632659912109375,ELU,sin,100,5,1,4
0,0.01558685302734375,PReLU,sin,100,5,1,0
0,0.01587080955505371,PReLU,sin,100,5,1,1
0,0.010974407196044922,PReLU,sin,100,5,1,2
0,0.011866569519042969,PReLU,sin,100,5,1,3
0,0.016843318939208984,PReLU,sin,100,5,1,4
0,0.020458698272705078,SELU,sin,100,5,1,0
0,0.013576984405517578,SELU,sin,100,5,1,1
0,0.012143135070800781,SELU,sin,100,5,1,2
0,0.020040512084960938,SELU,sin,100,5,1,3
0,0.015158891677856445,SELU,sin,100,5,1,4
0,0.020184993743896484,ALReLU,sin,100,5,1,0
0,0.012501001358032227,ALReLU,sin,100,5,1,1
0,0.00942230224609375,ALReLU,sin,100,5,1,2
0,0.015643835067749023,ALReLU,sin,100,5,1,3
0,0.025135040283203125,ALReLU,sin,100,5,1,4
0,0.017350196838378906,ReLU,sin,100,5,3,0
0,0.023552656173706055,ReLU,sin,100,5,3,1
0,0.014333009719848633,ReLU,sin,100,5,3,2
0,0.022284507751464844,ReLU,sin,100,5,3,3
0,0.016773223876953125,ReLU,sin,100,5,3,4
0,0.014321327209472656,Leaky_ReLU,sin,100,5,3,0
0,0.010313272476196289,Leaky_ReLU,sin,100,5,3,1
0,0.011150360107421875,Leaky_ReLU,sin,100,5,3,2
0,0.015554666519165039,Leaky_ReLU,sin,100,5,3,3
0,0.02789020538330078,Leaky_ReLU,sin,100,5,3,4
0,0.029769182205200195,ELU,sin,100,5,3,0
0,0.022951841354370117,ELU,sin,100,5,3,1
0,0.01828598976135254,ELU,sin,100,5,3,2
0,0.030579328536987305,ELU,sin,100,5,3,3
0,0.028935670852661133,ELU,sin,100,5,3,4
0,0.026883602142333984,PReLU,sin,100,5,3,0
0,0.014443397521972656,PReLU,sin,100,5,3,1
0,0.025136947631835938,PReLU,sin,100,5,3,2
0,0.03941226005554199,PReLU,sin,100,5,3,3
0,0.04098963737487793,PReLU,sin,100,5,3,4
0,0.034044742584228516,SELU,sin,100,5,3,0
0,0.023627758026123047,SELU,sin,100,5,3,1
0,0.03140687942504883,SELU,sin,100,5,3,2
0,0.03462362289428711,SELU,sin,100,5,3,3
0,0.023912906646728516,SELU,sin,100,5,3,4
0,0.03617548942565918,ALReLU,sin,100,5,3,0
0,0.04023623466491699,ALReLU,sin,100,5,3,1
0,0.024515628814697266,ALReLU,sin,100,5,3,2
0,0.03897905349731445,ALReLU,sin,100,5,3,3
0,0.0355067253112793,ALReLU,sin,100,5,3,4
0,0.07021331787109375,ReLU,sin,100,5,10,0
0,0.06789350509643555,ReLU,sin,100,5,10,1
0,0.0648047924041748,ReLU,sin,100,5,10,2
0,0.07469058036804199,ReLU,sin,100,5,10,3
0,0.04825448989868164,ReLU,sin,100,5,10,4
0,0.06650638580322266,Leaky_ReLU,sin,100,5,10,0
0,0.07669997215270996,Leaky_ReLU,sin,100,5,10,1
0,0.07006955146789551,Leaky_ReLU,sin,100,5,10,2
0,0.08175230026245117,Leaky_ReLU,sin,100,5,10,3
0,0.050818681716918945,Leaky_ReLU,sin,100,5,10,4
0,0.037984371185302734,ELU,sin,100,5,10,0
0,0.05944633483886719,ELU,sin,100,5,10,1
0,0.06671881675720215,ELU,sin,100,5,10,2
0,0.05731320381164551,ELU,sin,100,5,10,3
0,0.05410623550415039,ELU,sin,100,5,10,4
0,0.06171679496765137,PReLU,sin,100,5,10,0
0,0.08870959281921387,PReLU,sin,100,5,10,1
0,0.09230971336364746,PReLU,sin,100,5,10,2
0,0.08276200294494629,PReLU,sin,100,5,10,3
0,0.08678507804870605,PReLU,sin,100,5,10,4
0,0.07382655143737793,SELU,sin,100,5,10,0
0,0.058235883712768555,SELU,sin,100,5,10,1
0,0.053040504455566406,SELU,sin,100,5,10,2
0,0.06431698799133301,SELU,sin,100,5,10,3
0,0.06557440757751465,SELU,sin,100,5,10,4
0,0.05366683006286621,ALReLU,sin,100,5,10,0
0,0.08693361282348633,ALReLU,sin,100,5,10,1
0,0.09411191940307617,ALReLU,sin,100,5,10,2
0,0.042322635650634766,ALReLU,sin,100,5,10,3
0,0.05968213081359863,ALReLU,sin,100,5,10,4
0,0.15125727653503418,ReLU,sin,100,5,30,0
0,0.18905973434448242,ReLU,sin,100,5,30,1
0,0.17846298217773438,ReLU,sin,100,5,30,2
0,0.12882637977600098,ReLU,sin,100,5,30,3
0,0.18317627906799316,ReLU,sin,100,5,30,4
0,0.1624290943145752,Leaky_ReLU,sin,100,5,30,0
0,0.14464735984802246,Leaky_ReLU,sin,100,5,30,1
0,0.10293030738830566,Leaky_ReLU,sin,100,5,30,2
0,0.0711672306060791,Leaky_ReLU,sin,100,5,30,3
0,0.08479833602905273,Leaky_ReLU,sin,100,5,30,4
0,0.08831262588500977,ELU,sin,100,5,30,0
0,0.15416836738586426,ELU,sin,100,5,30,1
0,0.08498239517211914,ELU,sin,100,5,30,2
0,0.126509428024292,ELU,sin,100,5,30,3
0,0.11570858955383301,ELU,sin,100,5,30,4
0,0.1429433822631836,PReLU,sin,100,5,30,0
0,0.12753057479858398,PReLU,sin,100,5,30,1
0,0.14653682708740234,PReLU,sin,100,5,30,2
0,0.18117094039916992,PReLU,sin,100,5,30,3
0,0.16790175437927246,PReLU,sin,100,5,30,4
0,0.09284186363220215,SELU,sin,100,5,30,0
0,0.09050393104553223,SELU,sin,100,5,30,1
0,0.10787248611450195,SELU,sin,100,5,30,2
0,0.11918163299560547,SELU,sin,100,5,30,3
0,0.1425797939300537,SELU,sin,100,5,30,4
0,0.17366552352905273,ALReLU,sin,100,5,30,0
0,0.13219237327575684,ALReLU,sin,100,5,30,1
0,0.11133289337158203,ALReLU,sin,100,5,30,2
0,0.13393664360046387,ALReLU,sin,100,5,30,3
0,0.10040044784545898,ALReLU,sin,100,5,30,4
0,0.00816035270690918,ReLU,qdr,100,5,1,0
0,0.00782012939453125,ReLU,qdr,100,5,1,1
0,0.013330221176147461,ReLU,qdr,100,5,1,2
0,0.014807701110839844,ReLU,qdr,100,5,1,3
0,0.011205911636352539,ReLU,qdr,100,5,1,4
0,0.012066364288330078,Leaky_ReLU,qdr,100,5,1,0
0,0.013839960098266602,Leaky_ReLU,qdr,100,5,1,1
0,0.007707118988037109,Leaky_ReLU,qdr,100,5,1,2
0,0.008883953094482422,Leaky_ReLU,qdr,100,5,1,3
0,0.014539957046508789,Leaky_ReLU,qdr,100,5,1,4
0,0.016720294952392578,ELU,qdr,100,5,1,0
0,0.018000125885009766,ELU,qdr,100,5,1,1
0,0.017135143280029297,ELU,qdr,100,5,1,2
0,0.021092891693115234,ELU,qdr,100,5,1,3
0,0.02275395393371582,ELU,qdr,100,5,1,4
0,0.018630266189575195,PReLU,qdr,100,5,1,0
0,0.017661333084106445,PReLU,qdr,100,5,1,1
0,0.008825063705444336,PReLU,qdr,100,5,1,2
0,0.008804559707641602,PReLU,qdr,100,5,1,3
0,0.019588232040405273,PReLU,qdr,100,5,1,4
0,0.018129825592041016,SELU,qdr,100,5,1,0
0,0.016999244689941406,SELU,qdr,100,5,1,1
0,0.013998746871948242,SELU,qdr,100,5,1,2
0,0.007363796234130859,SELU,qdr,100,5,1,3
0,0.0071201324462890625,SELU,qdr,100,5,1,4
0,0.0208895206451416,ALReLU,qdr,100,5,1,0
0,0.023507118225097656,ALReLU,qdr,100,5,1,1
0,0.015008687973022461,ALReLU,qdr,100,5,1,2
0,0.008998632431030273,ALReLU,qdr,100,5,1,3
0,0.009293079376220703,ALReLU,qdr,100,5,1,4
0,0.025892019271850586,ReLU,qdr,100,5,3,0
0,0.01791977882385254,ReLU,qdr,100,5,3,1
0,0.02264690399169922,ReLU,qdr,100,5,3,2
0,0.02136373519897461,ReLU,qdr,100,5,3,3
0,0.029544591903686523,ReLU,qdr,100,5,3,4
0,0.026740312576293945,Leaky_ReLU,qdr,100,5,3,0
0,0.023999929428100586,Leaky_ReLU,qdr,100,5,3,1
0,0.02683091163635254,Leaky_ReLU,qdr,100,5,3,2
0,0.026716947555541992,Leaky_ReLU,qdr,100,5,3,3
0,0.023204803466796875,Leaky_ReLU,qdr,100,5,3,4
0,0.013275623321533203,ELU,qdr,100,5,3,0
0,0.01006627082824707,ELU,qdr,100,5,3,1
0,0.009868144989013672,ELU,qdr,100,5,3,2
0,0.017439603805541992,ELU,qdr,100,5,3,3
0,0.01568007469177246,ELU,qdr,100,5,3,4
0,0.012509822845458984,PReLU,qdr,100,5,3,0
0,0.013029098510742188,PReLU,qdr,100,5,3,1
0,0.013255596160888672,PReLU,qdr,100,5,3,2
0,0.01238870620727539,PReLU,qdr,100,5,3,3
0,0.013419389724731445,PReLU,qdr,100,5,3,4
0,0.01725172996520996,SELU,qdr,100,5,3,0
0,0.03171944618225098,SELU,qdr,100,5,3,1
0,0.02799844741821289,SELU,qdr,100,5,3,2
0,0.026520729064941406,SELU,qdr,100,5,3,3
0,0.025133609771728516,SELU,qdr,100,5,3,4
0,0.03742575645446777,ALReLU,qdr,100,5,3,0
0,0.035126686096191406,ALReLU,qdr,100,5,3,1
0,0.03063035011291504,ALReLU,qdr,100,5,3,2
0,0.030782699584960938,ALReLU,qdr,100,5,3,3
0,0.03278517723083496,ALReLU,qdr,100,5,3,4
0,0.06395173072814941,ReLU,qdr,100,5,10,0
0,0.0497896671295166,ReLU,qdr,100,5,10,1
0,0.037950754165649414,ReLU,qdr,100,5,10,2
0,0.03455471992492676,ReLU,qdr,100,5,10,3
0,0.03690838813781738,ReLU,qdr,100,5,10,4
0,0.0541841983795166,Leaky_ReLU,qdr,100,5,10,0
0,0.06199383735656738,Leaky_ReLU,qdr,100,5,10,1
0,0.0301053524017334,Leaky_ReLU,qdr,100,5,10,2
0,0.038503408432006836,Leaky_ReLU,qdr,100,5,10,3
0,0.05457782745361328,Leaky_ReLU,qdr,100,5,10,4
0,0.05846810340881348,ELU,qdr,100,5,10,0
0,0.0473027229309082,ELU,qdr,100,5,10,1
0,0.046285390853881836,ELU,qdr,100,5,10,2
0,0.05552077293395996,ELU,qdr,100,5,10,3
0,0.05796194076538086,ELU,qdr,100,5,10,4
0,0.07239723205566406,PReLU,qdr,100,5,10,0
0,0.07521605491638184,PReLU,qdr,100,5,10,1
0,0.06188154220581055,PReLU,qdr,100,5,10,2
0,0.04485726356506348,PReLU,qdr,100,5,10,3
0,0.03547954559326172,PReLU,qdr,100,5,10,4
0,0.02331995964050293,SELU,qdr,100,5,10,0
0,0.02313828468322754,SELU,qdr,100,5,10,1
0,0.04804039001464844,SELU,qdr,100,5,10,2
0,0.04479813575744629,SELU,qdr,100,5,10,3
0,0.04427981376647949,SELU,qdr,100,5,10,4
0,0.03194475173950195,ALReLU,qdr,100,5,10,0
0,0.03420543670654297,ALReLU,qdr,100,5,10,1
0,0.06592130661010742,ALReLU,qdr,100,5,10,2
0,0.08179235458374023,ALReLU,qdr,100,5,10,3
0,0.0522916316986084,ALReLU,qdr,100,5,10,4
0,0.1421365737915039,ReLU,qdr,100,5,30,0
0,0.12082242965698242,ReLU,qdr,100,5,30,1
0,0.09223580360412598,ReLU,qdr,100,5,30,2
0,0.07163453102111816,ReLU,qdr,100,5,30,3
0,0.05902576446533203,ReLU,qdr,100,5,30,4
0,0.06851339340209961,Leaky_ReLU,qdr,100,5,30,0
0,0.15934991836547852,Leaky_ReLU,qdr,100,5,30,1
0,0.12958765029907227,Leaky_ReLU,qdr,100,5,30,2
0,0.10399603843688965,Leaky_ReLU,qdr,100,5,30,3
0,0.1102139949798584,Leaky_ReLU,qdr,100,5,30,4
0,0.0591585636138916,ELU,qdr,100,5,30,0
0,0.1213369369506836,ELU,qdr,100,5,30,1
0,0.13270187377929688,ELU,qdr,100,5,30,2
0,0.13606762886047363,ELU,qdr,100,5,30,3
0,0.13349056243896484,ELU,qdr,100,5,30,4
0,0.12633752822875977,PReLU,qdr,100,5,30,0
0,0.18986296653747559,PReLU,qdr,100,5,30,1
0,0.19277119636535645,PReLU,qdr,100,5,30,2
0,0.21485543251037598,PReLU,qdr,100,5,30,3
0,0.20314431190490723,PReLU,qdr,100,5,30,4
0,0.11522912979125977,SELU,qdr,100,5,30,0
0,0.17177629470825195,SELU,qdr,100,5,30,1
0,0.19089937210083008,SELU,qdr,100,5,30,2
0,0.1312119960784912,SELU,qdr,100,5,30,3
0,0.08063054084777832,SELU,qdr,100,5,30,4
0,0.2520575523376465,ALReLU,qdr,100,5,30,0
0,0.1937699317932129,ALReLU,qdr,100,5,30,1
0,0.13431453704833984,ALReLU,qdr,100,5,30,2
0,0.19865798950195312,ALReLU,qdr,100,5,30,3
0,0.13130426406860352,ALReLU,qdr,100,5,30,4
0,0.008913516998291016,ReLU,exp,100,5,1,0
0,0.0077474117279052734,ReLU,exp,100,5,1,1
0,0.006635189056396484,ReLU,exp,100,5,1,2
0,0.007982254028320312,ReLU,exp,100,5,1,3
0,0.006613731384277344,ReLU,exp,100,5,1,4
0,0.009173393249511719,Leaky_ReLU,exp,100,5,1,0
0,0.006583452224731445,Leaky_ReLU,exp,100,5,1,1
0,0.013652563095092773,Leaky_ReLU,exp,100,5,1,2
0,0.010623455047607422,Leaky_ReLU,exp,100,5,1,3
0,0.016512632369995117,Leaky_ReLU,exp,100,5,1,4
0,0.015829086303710938,ELU,exp,100,5,1,0
0,0.02413010597229004,ELU,exp,100,5,1,1
0,0.02193474769592285,ELU,exp,100,5,1,2
0,0.01807999610900879,ELU,exp,100,5,1,3
0,0.015495061874389648,ELU,exp,100,5,1,4
0,0.023766517639160156,PReLU,exp,100,5,1,0
0,0.02254033088684082,PReLU,exp,100,5,1,1
0,0.022347211837768555,PReLU,exp,100,5,1,2
0,0.020328521728515625,PReLU,exp,100,5,1,3
0,0.011069536209106445,PReLU,exp,100,5,1,4
0,0.010904550552368164,SELU,exp,100,5,1,0
0,0.016097068786621094,SELU,exp,100,5,1,1
0,0.015894174575805664,SELU,exp,100,5,1,2
0,0.019360780715942383,SELU,exp,100,5,1,3
0,0.016182661056518555,SELU,exp,100,5,1,4
0,0.019238948822021484,ALReLU,exp,100,5,1,0
0,0.023328304290771484,ALReLU,exp,100,5,1,1
0,0.021057844161987305,ALReLU,exp,100,5,1,2
0,0.02188277244567871,ALReLU,exp,100,5,1,3
0,0.021454572677612305,ALReLU,exp,100,5,1,4
0,0.027176618576049805,ReLU,exp,100,5,3,0
0,0.028304100036621094,ReLU,exp,100,5,3,1
0,0.034299612045288086,ReLU,exp,100,5,3,2
0,0.03434252738952637,ReLU,exp,100,5,3,3
0,0.03635764122009277,ReLU,exp,100,5,3,4
0,0.02656698226928711,Leaky_ReLU,exp,100,5,3,0
0,0.036477088928222656,Leaky_ReLU,exp,100,5,3,1
0,0.027825117111206055,Leaky_ReLU,exp,100,5,3,2
0,0.019961833953857422,Leaky_ReLU,exp,100,5,3,3
0,0.027950763702392578,Leaky_ReLU,exp,100,5,3,4
0,0.03188323974609375,ELU,exp,100,5,3,0
0,0.012065887451171875,ELU,exp,100,5,3,1
0,0.015521526336669922,ELU,exp,100,5,3,2
0,0.029152870178222656,ELU,exp,100,5,3,3
0,0.029544353485107422,ELU,exp,100,5,3,4
0,0.0273439884185791,PReLU,exp,100,5,3,0
0,0.03896641731262207,PReLU,exp,100,5,3,1
0,0.030643939971923828,PReLU,exp,100,5,3,2
0,0.03513479232788086,PReLU,exp,100,5,3,3
0,0.03397941589355469,PReLU,exp,100,5,3,4
0,0.021210193634033203,SELU,exp,100,5,3,0
0,0.015189647674560547,SELU,exp,100,5,3,1
0,0.02412867546081543,SELU,exp,100,5,3,2
0,0.03815960884094238,SELU,exp,100,5,3,3
0,0.014365434646606445,SELU,exp,100,5,3,4
0,0.04430747032165527,ALReLU,exp,100,5,3,0
0,0.02795243263244629,ALReLU,exp,100,5,3,1
0,0.03847551345825195,ALReLU,exp,100,5,3,2
0,0.017516374588012695,ALReLU,exp,100,5,3,3
0,0.013254642486572266,ALReLU,exp,100,5,3,4
0,0.05274200439453125,ReLU,exp,100,5,10,0
0,0.05587506294250488,ReLU,exp,100,5,10,1
0,0.04715156555175781,ReLU,exp,100,5,10,2
0,0.038771867752075195,ReLU,exp,100,5,10,3
0,0.03656959533691406,ReLU,exp,100,5,10,4
0,0.04989194869995117,Leaky_ReLU,exp,100,5,10,0
0,0.07388925552368164,Leaky_ReLU,exp,100,5,10,1
0,0.06453227996826172,Leaky_ReLU,exp,100,5,10,2
0,0.06458044052124023,Leaky_ReLU,exp,100,5,10,3
0,0.06721663475036621,Leaky_ReLU,exp,100,5,10,4
0,0.07368183135986328,ELU,exp,100,5,10,0
0,0.06310033798217773,ELU,exp,100,5,10,1
0,0.03055119514465332,ELU,exp,100,5,10,2
0,0.04348397254943848,ELU,exp,100,5,10,3
0,0.05550336837768555,ELU,exp,100,5,10,4
0,0.05288219451904297,PReLU,exp,100,5,10,0
0,0.03633618354797363,PReLU,exp,100,5,10,1
0,0.031076908111572266,PReLU,exp,100,5,10,2
0,0.03783249855041504,PReLU,exp,100,5,10,3
0,0.035016775131225586,PReLU,exp,100,5,10,4
0,0.04605603218078613,SELU,exp,100,5,10,0
0,0.056336402893066406,SELU,exp,100,5,10,1
0,0.0339052677154541,SELU,exp,100,5,10,2
0,0.023838043212890625,SELU,exp,100,5,10,3
0,0.022550106048583984,SELU,exp,100,5,10,4
0,0.049257516860961914,ALReLU,exp,100,5,10,0
0,0.07372570037841797,ALReLU,exp,100,5,10,1
0,0.06292366981506348,ALReLU,exp,100,5,10,2
0,0.07770109176635742,ALReLU,exp,100,5,10,3
0,0.055910348892211914,ALReLU,exp,100,5,10,4
0,0.13836932182312012,ReLU,exp,100,5,30,0
0,0.08600378036499023,ReLU,exp,100,5,30,1
0,0.13332557678222656,ReLU,exp,100,5,30,2
0,0.10220980644226074,ReLU,exp,100,5,30,3
0,0.11059188842773438,ReLU,exp,100,5,30,4
0,0.0787966251373291,Leaky_ReLU,exp,100,5,30,0
0,0.14532232284545898,Leaky_ReLU,exp,100,5,30,1
0,0.14350223541259766,Leaky_ReLU,exp,100,5,30,2
0,0.07021188735961914,Leaky_ReLU,exp,100,5,30,3
0,0.11470150947570801,Leaky_ReLU,exp,100,5,30,4
0,0.08984112739562988,ELU,exp,100,5,30,0
0,0.07295846939086914,ELU,exp,100,5,30,1
0,0.11374735832214355,ELU,exp,100,5,30,2
0,0.10744667053222656,ELU,exp,100,5,30,3
0,0.08150887489318848,ELU,exp,100,5,30,4
0,0.14838123321533203,PReLU,exp,100,5,30,0
0,0.11108160018920898,PReLU,exp,100,5,30,1
0,0.12046670913696289,PReLU,exp,100,5,30,2
0,0.14150357246398926,PReLU,exp,100,5,30,3
0,0.1760578155517578,PReLU,exp,100,5,30,4
0,0.08660650253295898,SELU,exp,100,5,30,0
0,0.13177943229675293,SELU,exp,100,5,30,1
0,0.16292452812194824,SELU,exp,100,5,30,2
0,0.11326384544372559,SELU,exp,100,5,30,3
0,0.06559085845947266,SELU,exp,100,5,30,4
0,0.16851210594177246,ALReLU,exp,100,5,30,0
0,0.19284558296203613,ALReLU,exp,100,5,30,1
0,0.11457538604736328,ALReLU,exp,100,5,30,2
0,0.15226507186889648,ALReLU,exp,100,5,30,3
0,0.19503474235534668,ALReLU,exp,100,5,30,4
0,0.017691612243652344,ReLU,lin,500,1,1,0
0,0.023174285888671875,ReLU,lin,500,1,1,1
0,0.0217587947845459,ReLU,lin,500,1,1,2
0,0.020090103149414062,ReLU,lin,500,1,1,3
0,0.02332282066345215,ReLU,lin,500,1,1,4
0,0.021215438842773438,Leaky_ReLU,lin,500,1,1,0
0,0.024170875549316406,Leaky_ReLU,lin,500,1,1,1
0,0.0210115909576416,Leaky_ReLU,lin,500,1,1,2
0,0.015000581741333008,Leaky_ReLU,lin,500,1,1,3
0,0.010010480880737305,Leaky_ReLU,lin,500,1,1,4
0,0.007823705673217773,ELU,lin,500,1,1,0
0,0.0069997310638427734,ELU,lin,500,1,1,1
0,0.00800013542175293,ELU,lin,500,1,1,2
0,0.00922846794128418,ELU,lin,500,1,1,3
0,0.008783817291259766,ELU,lin,500,1,1,4
0,0.009000062942504883,PReLU,lin,500,1,1,0
0,0.008998632431030273,PReLU,lin,500,1,1,1
0,0.007999897003173828,PReLU,lin,500,1,1,2
0,0.009023427963256836,PReLU,lin,500,1,1,3
0,0.009001970291137695,PReLU,lin,500,1,1,4
0,0.007999897003173828,SELU,lin,500,1,1,0
0,0.007506608963012695,SELU,lin,500,1,1,1
0,0.007999897003173828,SELU,lin,500,1,1,2
0,0.00918126106262207,SELU,lin,500,1,1,3
0,0.007395029067993164,SELU,lin,500,1,1,4
0,0.011490821838378906,ALReLU,lin,500,1,1,0
0,0.012592315673828125,ALReLU,lin,500,1,1,1
0,0.009083747863769531,ALReLU,lin,500,1,1,2
0,0.022516250610351562,ALReLU,lin,500,1,1,3
0,0.01708817481994629,ALReLU,lin,500,1,1,4
0,0.018999814987182617,ReLU,lin,500,1,3,0
0,0.013000011444091797,ReLU,lin,500,1,3,1
0,0.014000177383422852,ReLU,lin,500,1,3,2
0,0.01399993896484375,ReLU,lin,500,1,3,3
0,0.012018203735351562,ReLU,lin,500,1,3,4
0,0.014005184173583984,Leaky_ReLU,lin,500,1,3,0
0,0.013743877410888672,Leaky_ReLU,lin,500,1,3,1
0,0.012000322341918945,Leaky_ReLU,lin,500,1,3,2
0,0.01005244255065918,Leaky_ReLU,lin,500,1,3,3
0,0.010277509689331055,Leaky_ReLU,lin,500,1,3,4
0,0.01210474967956543,ELU,lin,500,1,3,0
0,0.013225555419921875,ELU,lin,500,1,3,1
0,0.014594078063964844,ELU,lin,500,1,3,2
0,0.01938009262084961,ELU,lin,500,1,3,3
0,0.013130426406860352,ELU,lin,500,1,3,4
0,0.016999483108520508,PReLU,lin,500,1,3,0
0,0.024848461151123047,PReLU,lin,500,1,3,1
0,0.015506267547607422,PReLU,lin,500,1,3,2
0,0.01563549041748047,PReLU,lin,500,1,3,3
0,0.016020536422729492,PReLU,lin,500,1,3,4
0,0.013000249862670898,SELU,lin,500,1,3,0
0,0.011999130249023438,SELU,lin,500,1,3,1
0,0.012002706527709961,SELU,lin,500,1,3,2
